,Location,Vehicle_Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Company,Fuel_Consumption(kmpl),Engine(CC),Power(bhp),Price
266,Hyderabad,6,88500,Diesel,Manual,First,5.0,MARUTI,23.2,1248.0,73.94,4.35
267,Bangalore,4,28000,Diesel,Manual,First,5.0,HYUNDAI,19.67,1582.0,126.2,13.75
268,Pune,10,67000,Petrol,Manual,First,5.0,MARUTI,19.0,998.0,66.1,2.0
269,Delhi,4,26000,Diesel,Manual,First,5.0,RENAULT,19.64,1461.0,108.45,10.0
270,Delhi,10,120000,Diesel,Manual,First,5.0,FIAT,17.8,1248.0,76.0,1.65
271,Coimbatore,3,51982,Diesel,Automatic,First,5.0,BMW,16.55,2993.0,258.0,45.77
272,Bangalore,10,36000,Petrol,Manual,Second,5.0,HYUNDAI,20.36,1197.0,78.9,3.25
273,Pune,4,47000,Diesel,Manual,First,7.0,TOYOTA,12.8,2494.0,102.0,12.8
274,Mumbai,15,60000,Petrol,Manual,Third,5.0,MARUTI,17.3,993.0,60.0,0.55
275,Hyderabad,2,31025,Diesel,Manual,First,5.0,MARUTI,28.4,1248.0,74.0,7.15
276,Pune,7,105000,Diesel,Manual,Second,8.0,MAHINDRA,12.05,2179.0,120.0,7.0
277,Pune,3,121900,Diesel,Manual,First,5.0,TATA,22.95,1248.0,74.0,3.75
278,Mumbai,3,22695,Petrol,Manual,First,5.0,FORD,18.88,999.0,123.24,8.5
279,Jaipur,8,73000,Diesel,Manual,First,5.0,MARUTI,23.4,1248.0,74.0,4.35
280,Kochi,4,32227,Petrol,Manual,First,5.0,MARUTI,22.74,796.0,47.3,3.26
281,Jaipur,9,55000,Petrol,Manual,First,5.0,HONDA,17.0,1497.0,118.0,4.21
282,Kochi,2,11287,Diesel,Automatic,First,7.0,AUDI,12.07,2967.0,241.4,70.36
283,Mumbai,11,48000,Diesel,Automatic,Second,5.0,SKODA,17.0,1896.0,105.0,2.95
284,Kochi,8,54308,Petrol,Manual,First,5.0,HYUNDAI,17.1,1591.0,121.3,4.28
285,Jaipur,11,78442,Petrol,Automatic,First,5.0,HONDA,16.8,1497.0,118.0,3.57
286,Kolkata,7,46000,Diesel,Manual,First,5.0,HYUNDAI,21.9,1396.0,88.8,3.11
287,Coimbatore,6,45051,Petrol,Automatic,First,5.0,HYUNDAI,15.0,1396.0,98.6,5.96
288,Hyderabad,9,69000,Diesel,Manual,First,5.0,VOLKSWAGEN,20.54,1598.0,103.6,4.7
289,Ahmedabad,6,49000,Petrol,Manual,First,5.0,HONDA,17.4,1497.0,117.3,6.9
290,Pune,2,45000,Diesel,Manual,First,5.0,TATA,22.95,1248.0,74.0,5.25
291,Pune,5,64000,Diesel,Automatic,First,5.0,BMW,18.48,1995.0,177.0,28.0
292,Delhi,11,60000,Petrol,Manual,First,5.0,MARUTI,18.9,1061.0,67.0,1.35
293,Delhi,5,62178,Petrol,Manual,First,5.0,HONDA,18.2,1199.0,88.7,4.85
294,Coimbatore,8,58006,Diesel,Manual,First,5.0,VOLKSWAGEN,15.0,1896.0,105.0,6.7
295,Hyderabad,10,74000,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,3.1
296,Kochi,5,77771,Diesel,Automatic,First,5.0,MERCEDES-BENZ,19.27,2143.0,170.0,18.64
297,Pune,8,45275,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,2.8
298,Chennai,4,48000,Diesel,Manual,First,7.0,TOYOTA,13.68,2393.0,147.8,20.25
299,Kochi,5,31652,Diesel,Automatic,First,5.0,AUDI,17.68,1968.0,174.33,26.78
300,Hyderabad,10,109000,Diesel,Manual,Second,7.0,TOYOTA,12.99,2494.0,100.6,8.26
301,Mumbai,5,31978,Petrol,Manual,First,5.0,VOLKSWAGEN,16.47,1198.0,73.9,3.89
302,Hyderabad,9,70000,Petrol,Manual,First,5.0,MARUTI,20.92,998.0,67.1,2.1
303,Mumbai,3,15000,Petrol,Automatic,First,5.0,HONDA,18.0,1497.0,117.3,12.69
304,Coimbatore,7,59138,Diesel,Manual,First,5.0,TATA,17.0,1405.0,70.0,2.58
305,Kochi,6,61726,Diesel,Automatic,First,5.0,AUDI,17.68,1968.0,174.33,20.77
306,Delhi,5,48000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,17.9,2143.0,136.0,20.26
307,Chennai,14,58000,Petrol,Manual,Second,5.0,HYUNDAI,0.0,1086.0,0.0,1.5
308,Kolkata,9,60020,Diesel,Manual,First,5.0,MARUTI,17.8,1248.0,0.0,2.5
309,Hyderabad,6,77815,Petrol,Automatic,First,5.0,MARUTI,23.1,998.0,67.04,4.25
310,Hyderabad,3,29000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,17.9,2143.0,201.15,57.0
311,Delhi,3,44000,Diesel,Automatic,First,5.0,LAND,12.7,2179.0,187.7,44.0
312,Hyderabad,9,108626,Diesel,Manual,First,5.0,VOLKSWAGEN,20.54,1598.0,103.6,3.65
313,Hyderabad,8,71791,Petrol,Manual,First,5.0,MARUTI,14.0,796.0,35.0,2.05
314,Kochi,8,91931,Petrol,Manual,First,5.0,HONDA,18.5,1198.0,86.8,3.13
315,Hyderabad,15,158000,Diesel,Manual,Second,7.0,TATA,14.07,2956.0,83.1,1.5
316,Pune,8,91183,Diesel,Manual,First,5.0,TATA,18.0,1248.0,75.0,2.85
317,Delhi,8,65000,Petrol,Manual,First,5.0,MARUTI,18.9,998.0,67.1,2.65
318,Hyderabad,5,88428,Diesel,Manual,First,7.0,MAHINDRA,16.0,2179.0,140.0,10.6
319,Pune,12,138000,Diesel,Manual,Second,5.0,TATA,17.1,1396.0,70.0,1.25
320,Mumbai,2,18000,Petrol,Manual,First,7.0,MARUTI,16.02,1373.0,93.7,8.25
321,Mumbai,9,60000,Petrol,Automatic,First,5.0,HONDA,11.7,2354.0,177.6,4.45
322,Kolkata,8,48000,Diesel,Manual,First,5.0,MARUTI,19.3,1248.0,73.9,3.7
323,Hyderabad,11,160000,Diesel,Manual,First,5.0,FORD,17.8,1399.0,68.0,2.8
324,Kolkata,12,40000,Petrol,Manual,First,5.0,HONDA,17.7,1497.0,78.0,1.8
325,Kochi,6,51495,Diesel,Automatic,First,5.0,AUDI,17.68,1968.0,174.33,21.95
326,Mumbai,9,30000,Diesel,Automatic,First,4.0,BMW,9.52,2993.0,313.0,49.0
327,Coimbatore,3,97430,Diesel,Automatic,First,7.0,AUDI,14.75,2967.0,245.0,62.67
328,Pune,12,42496,Clean_Fuel,Manual,First,5.0,MARUTI,26.3,998.0,67.1,1.4
329,Pune,8,83000,Diesel,Manual,First,5.0,HYUNDAI,23.0,1396.0,90.0,5.5
330,Bangalore,11,37000,Petrol,Automatic,Third,5.0,HYUNDAI,16.95,1197.0,78.9,2.95
331,Kochi,4,28503,Petrol,Automatic,First,5.0,HONDA,19.0,1199.0,88.7,6.86
332,Hyderabad,5,76496,Diesel,Manual,First,5.0,MARUTI,25.2,1248.0,74.0,6.15
333,Pune,9,79152,Petrol,Manual,Second,5.0,HYUNDAI,18.5,1197.0,82.85,3.3
334,Kolkata,9,32000,Petrol,Manual,First,5.0,VOLKSWAGEN,16.47,1198.0,73.9,2.55
335,Ahmedabad,11,35000,Petrol,Manual,First,5.0,MARUTI,19.7,796.0,46.3,1.5
336,Chennai,15,105000,Petrol,Automatic,Second,5.0,TOYOTA,11.3,1794.0,125.0,2.5
337,Chennai,14,56000,Petrol,Manual,Second,5.0,MARUTI,19.7,796.0,46.3,1.4
338,Pune,8,73000,Diesel,Manual,First,5.0,TATA,21.12,1248.0,88.8,3.4
339,Pune,8,38000,Petrol,Manual,First,5.0,MARUTI,19.7,796.0,46.3,2.25
341,Kolkata,12,80000,Petrol,Automatic,First,5.0,TOYOTA,11.3,1794.0,125.0,2.8
342,Coimbatore,4,24973,Petrol,Manual,First,5.0,HYUNDAI,18.6,1197.0,81.83,7.66
343,Chennai,4,45000,Diesel,Manual,First,5.0,MARUTI,24.3,1248.0,88.5,7.15
344,Delhi,10,87430,Petrol,Manual,First,5.0,HONDA,17.0,1497.0,118.0,3.5
345,Hyderabad,6,133944,Diesel,Manual,Second,5.0,TATA,18.0,1248.0,75.0,3.5
346,Kolkata,7,57000,Diesel,Manual,First,5.0,HONDA,25.8,1498.0,98.6,3.45
347,Coimbatore,4,27904,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,3.55
348,Kochi,5,30717,Diesel,Automatic,Second,5.0,BMW,21.76,1995.0,190.0,25.99
349,Bangalore,8,80000,Diesel,Manual,First,5.0,HYUNDAI,22.32,1582.0,126.32,5.25
350,Ahmedabad,7,47304,Diesel,Manual,First,5.0,TATA,21.02,1248.0,88.8,2.9
351,Jaipur,15,100000,Petrol,Automatic,First,5.0,SKODA,14.45,1984.0,227.0,2.05
352,Pune,3,30000,Petrol,Manual,First,5.0,MARUTI,24.07,998.0,67.1,3.75
353,Mumbai,6,68000,Diesel,Manual,First,5.0,FORD,22.7,1498.0,89.84,6.75
354,Kolkata,9,21000,Petrol,Manual,Second,5.0,CHEVROLET,18.0,995.0,62.0,0.95
355,Hyderabad,3,21000,Diesel,Automatic,First,5.0,JAGUAR,19.33,1999.0,177.0,52.0
356,Jaipur,13,119000,Petrol,Manual,Third,5.0,HONDA,13.1,1997.0,141.1,3.91
357,Kochi,1,13747,Petrol,Automatic,First,5.0,SKODA,14.67,1798.0,177.46,27.3
359,Delhi,7,70000,Diesel,Manual,First,5.0,MARUTI,22.9,1248.0,74.0,3.5
360,Mumbai,4,18000,Petrol,Automatic,First,5.0,MARUTI,18.5,1197.0,83.14,6.2
361,Chennai,9,83000,Diesel,Manual,First,5.0,NISSAN,23.08,1461.0,63.1,2.75
362,Mumbai,5,130000,Diesel,Manual,First,5.0,MARUTI,23.4,1248.0,74.0,3.25
363,Pune,8,63400,Diesel,Manual,First,5.0,FORD,17.8,1399.0,67.0,3.25
364,Kolkata,15,65000,Petrol,Manual,First,5.0,MARUTI,17.3,993.0,60.0,0.65
365,Pune,3,8350,Petrol,Manual,First,5.0,MINI,13.8,1998.0,192.0,35.0
366,Kolkata,6,45000,Diesel,Manual,First,5.0,TOYOTA,23.59,1364.0,67.05,3.25
367,Kolkata,2,26200,Petrol,Manual,First,5.0,MARUTI,24.7,796.0,47.3,2.9
368,Bangalore,9,11000,Petrol,Manual,Third,5.0,MARUTI,18.9,796.0,47.0,2.9
369,Bangalore,11,90000,Diesel,Automatic,Second,5.0,BMW,11.0,2993.0,235.0,17.75
370,Mumbai,5,74000,Petrol,Automatic,Second,5.0,NISSAN,11.07,2496.0,179.5,8.25
371,Coimbatore,5,37081,Petrol,Automatic,First,5.0,HYUNDAI,18.9,1197.0,82.0,5.77
372,Hyderabad,3,39000,Diesel,Manual,First,5.0,MARUTI,24.3,1248.0,88.5,9.49
373,Mumbai,12,99000,Diesel,Automatic,Third,7.0,AUDI,12.07,2967.0,241.4,12.95
374,Chennai,5,38000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,17.9,2143.0,136.0,20.0
375,Chennai,13,72000,Petrol,Manual,Third,4.0,MARUTI,16.1,796.0,37.0,1.0
376,Chennai,5,93000,Diesel,Manual,Second,5.0,RENAULT,20.45,1461.0,83.8,7.1
377,Mumbai,3,5900,Diesel,Manual,First,5.0,TOYOTA,21.43,1364.0,87.2,16.5
378,Chennai,6,25000,Diesel,Manual,First,5.0,MERCEDES-BENZ,15.8,2148.0,170.0,26.0
379,Hyderabad,10,68000,Diesel,Manual,Second,5.0,MARUTI,21.1,1248.0,73.9,3.2
380,Kochi,3,35676,Petrol,Automatic,First,7.0,HONDA,16.0,1497.0,117.3,9.48
381,Kochi,5,74310,Diesel,Manual,First,5.0,HYUNDAI,24.4,1120.0,71.0,4.0
382,Jaipur,6,59364,Diesel,Automatic,First,5.0,MERCEDES-BENZ,14.21,2143.0,203.0,26.5
383,Kochi,6,41380,Petrol,Automatic,Second,5.0,MERCEDES-BENZ,14.8,1595.0,120.7,11.77
384,Bangalore,3,33900,Diesel,Automatic,First,5.0,MERCEDES-BENZ,15.0,2143.0,204.0,37.0
385,Mumbai,4,28000,Petrol,Manual,First,5.0,HONDA,17.8,1497.0,117.3,8.75
386,Hyderabad,13,50958,Petrol,Manual,First,5.0,HYUNDAI,17.0,1086.0,0.0,1.95
387,Chennai,9,93982,Petrol,Manual,First,5.0,HONDA,17.0,1497.0,118.0,3.75
388,Pune,10,95000,Petrol,Manual,First,5.0,HYUNDAI,16.2,1599.0,103.2,2.5
389,Mumbai,3,9000,Petrol,Automatic,First,5.0,JAGUAR,13.5,1999.0,246.74,34.5
390,Delhi,5,52516,Petrol,Manual,First,5.0,HONDA,18.0,1198.0,86.7,4.65
391,Bangalore,5,20000,Petrol,Automatic,First,4.0,MINI,18.86,1598.0,122.0,32.0
392,Coimbatore,3,56451,Diesel,Automatic,First,5.0,MERCEDES-BENZ,13.5,2987.0,282.0,62.81
393,Chennai,6,37000,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,3.25
394,Kolkata,6,17400,Petrol,Manual,First,5.0,MARUTI,20.51,998.0,67.04,3.1
395,Coimbatore,9,90207,Diesel,Manual,First,5.0,MARUTI,21.1,1248.0,73.9,3.91
396,Chennai,9,89616,Diesel,Automatic,First,5.0,BMW,16.07,1995.0,181.0,11.0
397,Pune,6,85000,Diesel,Manual,First,5.0,TATA,13.49,2179.0,138.03,3.5
398,Chennai,6,79271,Diesel,Automatic,First,5.0,AUDI,20.38,1968.0,143.0,16.5
399,Hyderabad,8,56000,Diesel,Automatic,First,5.0,LAND,12.7,2179.0,187.7,30.0
400,Pune,10,85001,Diesel,Automatic,Second,7.0,MERCEDES-BENZ,12.0,2987.0,224.0,28.0
401,Hyderabad,2,12000,Diesel,Automatic,First,7.0,MITSUBISHI,13.5,2477.0,175.56,28.0
402,Jaipur,10,125000,Petrol,Manual,First,5.0,MARUTI,19.7,796.0,46.3,0.92
403,Pune,7,53000,Petrol,Manual,First,5.0,MARUTI,14.0,1061.0,64.0,2.75
404,Coimbatore,3,34990,Diesel,Automatic,First,5.0,LAND,12.7,2179.0,187.7,53.83
405,Pune,9,49768,Petrol,Manual,Second,5.0,HYUNDAI,17.01,1591.0,121.3,4.95
406,Hyderabad,7,56000,Diesel,Automatic,First,5.0,BMW,16.73,2993.0,218.0,33.5
407,Bangalore,7,75000,Diesel,Automatic,First,5.0,JAGUAR,14.74,2993.0,270.9,27.95
408,Hyderabad,10,57000,Petrol,Automatic,First,5.0,SKODA,13.7,1798.0,157.75,7.25
409,Kochi,3,37542,Diesel,Automatic,First,5.0,AUDI,15.73,1968.0,174.33,25.71
410,Coimbatore,6,95649,Diesel,Automatic,First,5.0,LAND,12.7,2179.0,187.7,29.67
411,Jaipur,7,35299,Diesel,Automatic,First,5.0,MERCEDES-BENZ,14.84,2143.0,170.0,19.0
412,Kochi,3,28464,Diesel,Manual,First,7.0,MAHINDRA,15.4,2179.0,120.0,13.05
413,Mumbai,5,41000,Diesel,Automatic,First,5.0,BMW,21.76,1995.0,190.0,25.5
414,Pune,3,9000,Petrol,Manual,First,7.0,HONDA,15.4,1497.0,117.3,8.5
415,Chennai,10,92098,Diesel,Automatic,Second,5.0,VOLVO,16.0,2400.0,215.0,7.25
416,Pune,15,5834,Petrol,Manual,First,5.0,HYUNDAI,13.2,1495.0,94.0,0.8
417,Jaipur,3,40250,Petrol,Manual,First,5.0,HYUNDAI,17.19,1197.0,81.86,6.9
418,Coimbatore,2,22397,Petrol,Automatic,First,5.0,MERCEDES-BENZ,11.5,2996.0,367.0,70.99
419,Kolkata,5,20800,Petrol,Manual,Second,5.0,HYUNDAI,21.1,814.0,55.2,2.25
420,Kochi,2,40322,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,81.86,5.5
421,Mumbai,7,52576,Petrol,Manual,First,5.0,HONDA,13.0,1493.0,100.0,4.35
422,Kolkata,10,55000,Petrol,Manual,First,5.0,VOLKSWAGEN,16.47,1198.0,73.9,2.25
423,Mumbai,4,47000,Petrol,Automatic,First,5.0,AUDI,15.26,1798.0,187.74,24.5
424,Hyderabad,10,42021,Diesel,Manual,First,5.0,VOLKSWAGEN,0.0,1968.0,0.0,5.45
425,Coimbatore,3,23163,Petrol,Manual,First,5.0,HYUNDAI,15.29,1591.0,121.3,12.03
426,Mumbai,9,50000,Petrol,Automatic,Second,5.0,MERCEDES-BENZ,11.74,1796.0,186.0,8.5
427,Mumbai,6,11900,Petrol,Automatic,First,4.0,MINI,16.82,1998.0,189.08,28.5
428,Pune,14,108000,Petrol,Manual,Second,5.0,HYUNDAI,17.0,1086.0,0.0,1.2
429,Bangalore,7,37000,Diesel,Manual,First,5.0,TOYOTA,23.59,1364.0,67.04,5.75
430,Delhi,6,30000,Petrol,Manual,Second,5.0,HONDA,19.4,1198.0,86.8,3.2
431,Coimbatore,2,12831,Petrol,Automatic,First,5.0,MARUTI,21.4,1197.0,83.1,9.89
432,Coimbatore,8,143017,Diesel,Automatic,First,5.0,SKODA,20.0,1968.0,138.1,6.58
433,Kochi,2,13102,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,4.06
434,Coimbatore,1,24950,Diesel,Manual,First,5.0,RENAULT,20.37,1461.0,108.45,13.37
435,Coimbatore,9,57832,Diesel,Automatic,First,5.0,BMW,16.2,2993.0,258.0,25.82
436,Kochi,4,34267,Petrol,Manual,First,5.0,MARUTI,22.74,796.0,47.3,3.74
437,Bangalore,5,33000,Diesel,Automatic,Second,5.0,VOLVO,16.8,1984.0,150.0,22.0
438,Ahmedabad,13,55100,Petrol,Manual,First,5.0,MARUTI,18.9,998.0,67.1,1.45
439,Kolkata,12,40000,Petrol,Manual,First,5.0,HONDA,17.7,1497.0,78.0,2.0
440,Kochi,3,31841,Clean_Fuel,Manual,First,5.0,MARUTI,15.1,1196.0,73.0,4.7
441,Kolkata,6,15000,Petrol,Manual,First,8.0,CHEVROLET,13.7,1399.0,98.79,3.75
442,Coimbatore,4,82756,Diesel,Manual,First,7.0,MAHINDRA,15.96,2523.0,62.1,7.7
443,Coimbatore,8,50243,Petrol,Manual,First,5.0,HYUNDAI,0.0,1086.0,0.0,3.35
444,Hyderabad,6,20600,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,2.6
445,Coimbatore,3,29952,Petrol,Automatic,First,5.0,HYUNDAI,13.0,1591.0,121.3,13.77
446,Mumbai,3,15000,Petrol,Manual,Second,5.0,VOLKSWAGEN,16.09,1598.0,103.5,7.1
447,Pune,12,61938,Petrol,Automatic,Second,5.0,HONDA,12.9,1799.0,130.0,2.65
448,Hyderabad,6,67000,Diesel,Manual,First,5.0,TATA,22.3,1248.0,74.0,2.5
449,Kochi,7,61672,Diesel,Manual,First,7.0,MAHINDRA,16.0,2179.0,140.0,7.53
450,Coimbatore,3,26185,Petrol,Manual,First,5.0,HYUNDAI,18.6,1197.0,81.83,7.98
451,Bangalore,6,38000,Diesel,Automatic,Second,5.0,AUDI,14.16,1968.0,174.3,39.0
452,Chennai,9,67000,Petrol,Manual,Second,5.0,MARUTI,18.5,1197.0,85.8,2.25
453,Chennai,10,66000,Petrol,Manual,Second,5.0,MITSUBISHI,13.17,1999.0,114.0,3.85
454,Hyderabad,5,80883,Diesel,Manual,First,7.0,TOYOTA,12.8,2494.0,102.0,13.5
455,Hyderabad,4,80219,Diesel,Manual,First,5.0,MARUTI,27.62,793.0,47.0,3.5
456,Delhi,2,12923,Diesel,Manual,First,5.0,MARUTI,25.1,1248.0,88.5,8.92
457,Coimbatore,4,86642,Diesel,Automatic,First,5.0,AUDI,15.17,1968.0,181.0,20.37
458,Bangalore,4,19235,Diesel,Automatic,First,5.0,BMW,21.76,1995.0,190.0,36.5
459,Coimbatore,4,51002,Diesel,Automatic,First,7.0,AUDI,11.33,4134.0,335.2,48.91
460,Pune,4,6800,Petrol,Manual,First,5.0,HYUNDAI,18.6,1197.0,81.83,7.2
461,Hyderabad,8,82749,Diesel,Manual,First,5.0,RENAULT,19.01,1461.0,108.45,5.99
462,Pune,4,51000,Diesel,Manual,First,5.0,HYUNDAI,24.4,1120.0,71.0,5.25
463,Delhi,6,31465,Diesel,Manual,First,5.0,FORD,22.7,1498.0,89.84,6.5
464,Hyderabad,7,76476,Petrol,Manual,First,5.0,VOLKSWAGEN,16.47,1198.0,73.9,4.4
465,Kolkata,3,14000,Diesel,Manual,First,5.0,HYUNDAI,24.0,1120.0,70.0,4.6
466,Ahmedabad,7,47000,Diesel,Manual,First,5.0,TATA,21.12,1248.0,88.8,2.95
467,Kolkata,9,48466,Petrol,Manual,First,5.0,HONDA,17.0,1497.0,118.0,3.26
468,Bangalore,12,46000,Petrol,Manual,Second,5.0,HYUNDAI,17.92,1086.0,62.1,2.22
469,Hyderabad,8,162663,Diesel,Manual,First,7.0,TOYOTA,12.99,2494.0,100.0,10.5
470,Coimbatore,3,25142,Diesel,Manual,First,5.0,MARUTI,28.09,1248.0,88.5,8.26
471,Delhi,7,69000,Diesel,Manual,First,7.0,TOYOTA,12.55,2982.0,169.0,14.45
472,Chennai,11,80524,Petrol,Manual,Second,5.0,FORD,15.3,1596.0,0.0,2.5
473,Kochi,2,26405,Petrol,Automatic,First,5.0,MERCEDES-BENZ,12.6,1950.0,191.34,51.43
474,Chennai,6,45000,Diesel,Manual,First,5.0,MERCEDES-BENZ,15.8,2148.0,170.0,23.0
475,Kolkata,8,64284,Diesel,Manual,First,5.0,SKODA,17.72,1968.0,108.49,5.5
476,Delhi,5,27000,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,82.0,4.5
477,Hyderabad,2,3678,Petrol,Manual,First,5.0,FORD,18.16,1196.0,86.8,6.8
478,Mumbai,7,21000,Petrol,Manual,First,5.0,SKODA,16.8,1395.0,138.02,8.75
479,Mumbai,5,67000,Diesel,Manual,Second,5.0,RENAULT,19.87,1461.0,83.8,7.0
480,Delhi,5,24000,Diesel,Automatic,Second,5.0,LAND,15.68,1999.0,177.0,33.5
481,Chennai,9,75000,Diesel,Manual,Second,5.0,FORD,20.0,1399.0,68.0,2.25
482,Hyderabad,12,179000,Diesel,Automatic,Second,7.0,FORD,12.8,2953.0,156.0,4.24
483,Coimbatore,3,47198,Diesel,Manual,First,7.0,TOYOTA,12.55,2982.0,168.5,28.42
484,Kolkata,8,52000,Diesel,Manual,First,5.0,VOLKSWAGEN,22.07,1199.0,73.9,2.75
485,Jaipur,9,91000,Diesel,Manual,First,5.0,MARUTI,23.2,1248.0,73.94,3.0
486,Pune,7,60000,Diesel,Manual,First,5.0,NISSAN,23.08,1461.0,63.1,3.55
487,Kolkata,7,37873,Diesel,Manual,First,5.0,HYUNDAI,22.32,1582.0,126.32,4.8
488,Kolkata,9,31000,Petrol,Automatic,First,5.0,BMW,10.8,2497.0,150.0,13.5
489,Pune,3,129000,Diesel,Automatic,First,7.0,MERCEDES-BENZ,11.0,2987.0,258.0,56.0
490,Hyderabad,15,78000,Petrol,Automatic,First,5.0,HONDA,12.0,2354.0,187.4,3.99
491,Bangalore,4,32000,Diesel,Automatic,First,5.0,HYUNDAI,17.01,1582.0,126.2,15.5
492,Jaipur,10,59000,Petrol,Manual,Second,5.0,HYUNDAI,19.81,1086.0,68.05,2.32
493,Kochi,4,35437,Diesel,Automatic,First,5.0,MERCEDES-BENZ,20.0,2143.0,136.0,18.58
494,Jaipur,6,98000,Petrol,Manual,First,7.0,MARUTI,16.02,1373.0,93.7,5.5
495,Chennai,14,72000,Diesel,Manual,Second,5.0,SKODA,18.7,1896.0,66.0,3.2
496,Pune,5,79000,Petrol,Manual,First,5.0,HONDA,18.0,1198.0,86.7,4.0
497,Chennai,15,29000,Petrol,Manual,First,5.0,MARUTI,17.3,993.0,60.0,1.6
498,Kochi,7,66012,Petrol,Manual,First,5.0,MARUTI,15.5,1586.0,103.3,4.15
499,Mumbai,6,35000,Petrol,Automatic,First,5.0,HONDA,16.5,1198.0,86.8,4.25
500,Ahmedabad,9,75000,Petrol,Manual,First,5.0,MARUTI,18.9,998.0,67.1,2.6
501,Mumbai,12,80000,Petrol,Automatic,Second,5.0,TOYOTA,12.1,2362.0,164.7,3.43
502,Kochi,8,32717,Petrol,Manual,First,5.0,CHEVROLET,18.6,1199.0,79.4,2.55
503,Delhi,3,25000,Diesel,Automatic,First,7.0,TOYOTA,12.55,2982.0,168.5,32.0
504,Mumbai,6,79000,Diesel,Manual,First,5.0,FORD,22.7,1498.0,89.84,6.25
505,Hyderabad,10,86000,Diesel,Manual,Second,5.0,MARUTI,17.8,1248.0,75.0,3.6
506,Pune,10,137000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,13.5,2987.0,282.0,18.5
507,Mumbai,5,25000,Petrol,Manual,Second,7.0,HONDA,17.3,1497.0,117.3,4.25
508,Mumbai,3,8500,Petrol,Manual,Second,5.0,HYUNDAI,18.9,1197.0,82.0,4.8
509,Bangalore,5,34000,Diesel,Automatic,First,7.0,MAHINDRA,16.0,2179.0,140.0,13.0
510,Pune,8,41629,Petrol,Manual,Second,5.0,SKODA,14.83,1598.0,105.0,2.25
511,Hyderabad,11,80227,Petrol,Manual,First,5.0,HYUNDAI,17.92,1086.0,62.1,2.3
512,Kochi,1,8587,Petrol,Manual,First,5.0,HYUNDAI,15.29,1591.0,121.3,13.56
513,Delhi,3,30000,Diesel,Manual,First,7.0,MAHINDRA,15.4,1997.0,120.0,12.25
514,Pune,7,64186,Diesel,Manual,First,5.0,SKODA,20.5,1598.0,103.5,3.76
515,Coimbatore,5,76427,Diesel,Manual,First,5.0,RENAULT,19.01,1461.0,108.45,8.58
516,Hyderabad,9,75000,Diesel,Automatic,First,5.0,BMW,11.7,2993.0,245.0,27.5
517,Coimbatore,7,27075,Petrol,Manual,First,5.0,TOYOTA,17.6,1496.0,88.73,4.95
518,Ahmedabad,8,30000,Petrol,Manual,First,5.0,MARUTI,22.5,998.0,67.04,3.3
519,Chennai,4,69434,Petrol,Manual,First,5.0,HYUNDAI,15.8,1591.0,121.3,8.0
520,Jaipur,6,56000,Petrol,Manual,First,5.0,MARUTI,23.1,998.0,67.04,2.79
521,Coimbatore,3,49275,Diesel,Automatic,First,5.0,LAND,12.7,2179.0,187.7,45.64
522,Pune,6,8700,Petrol,Manual,First,5.0,CHEVROLET,18.6,1199.0,76.8,2.55
523,Ahmedabad,6,18000,Petrol,Manual,Second,4.0,TATA,25.4,624.0,37.5,1.0
524,Coimbatore,3,41041,Diesel,Automatic,First,5.0,AUDI,17.68,1968.0,174.33,37.56
525,Kochi,11,80464,Diesel,Automatic,Second,5.0,MERCEDES-BENZ,11.0,2987.0,198.5,9.29
526,Kochi,1,20667,Petrol,Manual,First,5.0,MARUTI,22.0,1197.0,81.8,6.37
527,Coimbatore,7,60283,Petrol,Manual,First,5.0,FIAT,14.6,1368.0,112.0,2.98
528,Kochi,3,31696,Petrol,Manual,First,5.0,MARUTI,20.4,1197.0,81.8,5.75
529,Hyderabad,10,100000,Diesel,Manual,First,7.0,TOYOTA,11.5,2982.0,171.0,13.0
530,Mumbai,6,13361,Petrol,Manual,First,7.0,MARUTI,16.02,1373.0,93.7,6.8
531,Coimbatore,10,48394,Petrol,Automatic,First,5.0,BMW,12.05,1995.0,154.0,10.49
532,Jaipur,6,47399,Petrol,Manual,First,7.0,MARUTI,16.02,1373.0,93.7,5.6
533,Mumbai,10,69000,Petrol,Automatic,Second,5.0,HONDA,16.8,1497.0,118.0,2.85
534,Coimbatore,7,65278,Diesel,Manual,First,7.0,HYUNDAI,14.66,2199.0,194.3,8.36
535,Jaipur,15,108000,Diesel,Manual,First,5.0,TATA,17.0,1405.0,70.0,1.0
